0.000000	 -10.000000
1.410674	 -9.900000
1.989975	 -9.800000
2.431049	 -9.700000
2.800000	 -9.600000
3.122499	 -9.500000
3.411744	 -9.400000
3.675595	 -9.300000
3.919184	 -9.200000
4.146082	 -9.100000
4.358899	 -9.000000
4.559605	 -8.900000
4.749737	 -8.800000
4.930517	 -8.700000
5.102940	 -8.600000
5.267827	 -8.500000
5.425864	 -8.400000
5.577634	 -8.300000
5.723635	 -8.200000
5.864299	 -8.100000
6.000000	 -8.000000
6.131068	 -7.900000
6.257795	 -7.800000
6.380439	 -7.700000
6.499231	 -7.600000
6.614378	 -7.500000
6.726069	 -7.400000
6.834471	 -7.300000
6.939741	 -7.200000
7.042017	 -7.100000
7.141428	 -7.000000
7.238094	 -6.900000
7.332121	 -6.800000
7.423611	 -6.700000
7.512656	 -6.600000
7.599342	 -6.500000
7.683749	 -6.400000
7.765951	 -6.300000
7.846018	 -6.200000
7.924014	 -6.100000
8.000000	 -6.000000
8.074032	 -5.900000
8.146165	 -5.800000
8.216447	 -5.700000
8.284926	 -5.600000
8.351647	 -5.500000
8.416650	 -5.400000
8.479976	 -5.300000
8.541663	 -5.200000
8.601744	 -5.100000
8.660254	 -5.000000
8.717224	 -4.900000
8.772685	 -4.800000
8.826664	 -4.700000
8.879189	 -4.600000
8.930286	 -4.500000
8.979978	 -4.400000
9.028289	 -4.300000
9.075241	 -4.200000
9.120855	 -4.100000
9.165151	 -4.000000
9.208149	 -3.900000
9.249865	 -3.800000
9.290318	 -3.700000
9.329523	 -3.600000
9.367497	 -3.500000
9.404254	 -3.400000
9.439809	 -3.300000
9.474175	 -3.200000
9.507366	 -3.100000
9.539392	 -3.000000
9.570266	 -2.900000
9.600000	 -2.800000
9.628603	 -2.700000
9.656086	 -2.600000
9.682458	 -2.500000
9.707729	 -2.400000
9.731906	 -2.300000
9.754999	 -2.200000
9.777014	 -2.100000
9.797959	 -2.000000
9.817841	 -1.900000
9.836666	 -1.800000
9.854441	 -1.700000
9.871170	 -1.600000
9.886860	 -1.500000
9.901515	 -1.400000
9.915140	 -1.300000
9.927739	 -1.200000
9.939316	 -1.100000
9.949874	 -1.000000
9.959418	 -0.900000
9.967949	 -0.800000
9.975470	 -0.700000
9.981984	 -0.600000
9.987492	 -0.500000
9.991997	 -0.400000
9.995499	 -0.300000
9.998000	 -0.200000
9.999500	 -0.100000
10.000000	 -0.000000
9.999500	 0.100000
9.998000	 0.200000
9.995499	 0.300000
9.991997	 0.400000
9.987492	 0.500000
9.981984	 0.600000
9.975470	 0.700000
9.967949	 0.800000
9.959418	 0.900000
9.949874	 1.000000
9.939316	 1.100000
9.927739	 1.200000
9.915140	 1.300000
9.901515	 1.400000
9.886860	 1.500000
9.871170	 1.600000
9.854441	 1.700000
9.836666	 1.800000
9.817841	 1.900000
9.797959	 2.000000
9.777014	 2.100000
9.754999	 2.200000
9.731906	 2.300000
9.707729	 2.400000
9.682458	 2.500000
9.656086	 2.600000
9.628603	 2.700000
9.600000	 2.800000
9.570266	 2.900000
9.539392	 3.000000
9.507366	 3.100000
9.474175	 3.200000
9.439809	 3.300000
9.404254	 3.400000
9.367497	 3.500000
9.329523	 3.600000
9.290318	 3.700000
9.249865	 3.800000
9.208149	 3.900000
9.165151	 4.000000
9.120855	 4.100000
9.075241	 4.200000
9.028289	 4.300000
8.979978	 4.400000
8.930286	 4.500000
8.879189	 4.600000
8.826664	 4.700000
8.772685	 4.800000
8.717224	 4.900000
8.660254	 5.000000
8.601744	 5.100000
8.541663	 5.200000
8.479976	 5.300000
8.416650	 5.400000
8.351647	 5.500000
8.284926	 5.600000
8.216447	 5.700000
8.146165	 5.800000
8.074032	 5.900000
8.000000	 6.000000
7.924014	 6.100000
7.846018	 6.200000
7.765951	 6.300000
7.683749	 6.400000
7.599342	 6.500000
7.512656	 6.600000
7.423611	 6.700000
7.332121	 6.800000
7.238094	 6.900000
7.141428	 7.000000
7.042017	 7.100000
6.939741	 7.200000
6.834471	 7.300000
6.726069	 7.400000
6.614378	 7.500000
6.499231	 7.600000
6.380439	 7.700000
6.257795	 7.800000
6.131068	 7.900000
6.000000	 8.000000
5.864299	 8.100000
5.723635	 8.200000
5.577634	 8.300000
5.425864	 8.400000
5.267827	 8.500000
5.102940	 8.600000
4.930517	 8.700000
4.749737	 8.800000
4.559605	 8.900000
4.358899	 9.000000
4.146082	 9.100000
3.919184	 9.200000
3.675595	 9.300000
3.411744	 9.400000
3.122499	 9.500000
2.800000	 9.600000
2.431049	 9.700000
1.989975	 9.800000
1.410674	 9.900000
0.000001	 10.000000
0.000000	 10.000000
-1.410674	 9.900000
-1.989975	 9.800000
-2.431049	 9.700000
-2.800000	 9.600000
-3.122499	 9.500000
-3.411744	 9.400000
-3.675595	 9.300000
-3.919184	 9.200000
-4.146082	 9.100000
-4.358899	 9.000000
-4.559605	 8.900000
-4.749737	 8.800000
-4.930517	 8.700000
-5.102940	 8.600000
-5.267827	 8.500000
-5.425864	 8.400000
-5.577634	 8.300000
-5.723635	 8.200000
-5.864299	 8.100000
-6.000000	 8.000000
-6.131068	 7.900000
-6.257795	 7.800000
-6.380439	 7.700000
-6.499231	 7.600000
-6.614378	 7.500000
-6.726069	 7.400000
-6.834471	 7.300000
-6.939741	 7.200000
-7.042017	 7.100000
-7.141428	 7.000000
-7.238094	 6.900000
-7.332121	 6.800000
-7.423611	 6.700000
-7.512656	 6.600000
-7.599342	 6.500000
-7.683749	 6.400000
-7.765951	 6.300000
-7.846018	 6.200000
-7.924014	 6.100000
-8.000000	 6.000000
-8.074032	 5.900000
-8.146165	 5.800000
-8.216447	 5.700000
-8.284926	 5.600000
-8.351647	 5.500000
-8.416650	 5.400000
-8.479976	 5.300000
-8.541663	 5.200000
-8.601744	 5.100000
-8.660254	 5.000000
-8.717224	 4.900000
-8.772685	 4.800000
-8.826664	 4.700000
-8.879189	 4.600000
-8.930286	 4.500000
-8.979978	 4.400000
-9.028289	 4.300000
-9.075241	 4.200000
-9.120855	 4.100000
-9.165151	 4.000000
-9.208149	 3.900000
-9.249865	 3.800000
-9.290318	 3.700000
-9.329523	 3.600000
-9.367497	 3.500000
-9.404254	 3.400000
-9.439809	 3.300000
-9.474175	 3.200000
-9.507366	 3.100000
-9.539392	 3.000000
-9.570266	 2.900000
-9.600000	 2.800000
-9.628603	 2.700000
-9.656086	 2.600000
-9.682458	 2.500000
-9.707729	 2.400000
-9.731906	 2.300000
-9.754999	 2.200000
-9.777014	 2.100000
-9.797959	 2.000000
-9.817841	 1.900000
-9.836666	 1.800000
-9.854441	 1.700000
-9.871170	 1.600000
-9.886860	 1.500000
-9.901515	 1.400000
-9.915140	 1.300000
-9.927739	 1.200000
-9.939316	 1.100000
-9.949874	 1.000000
-9.959418	 0.900000
-9.967949	 0.800000
-9.975470	 0.700000
-9.981984	 0.600000
-9.987492	 0.500000
-9.991997	 0.400000
-9.995499	 0.300000
-9.998000	 0.200000
-9.999500	 0.100000
-10.000000	 0.000000
-9.999500	 -0.100000
-9.998000	 -0.200000
-9.995499	 -0.300000
-9.991997	 -0.400000
-9.987492	 -0.500000
-9.981984	 -0.600000
-9.975470	 -0.700000
-9.967949	 -0.800000
-9.959418	 -0.900000
-9.949874	 -1.000000
-9.939316	 -1.100000
-9.927739	 -1.200000
-9.915140	 -1.300000
-9.901515	 -1.400000
-9.886860	 -1.500000
-9.871170	 -1.600000
-9.854441	 -1.700000
-9.836666	 -1.800000
-9.817841	 -1.900000
-9.797959	 -2.000000
-9.777014	 -2.100000
-9.754999	 -2.200000
-9.731906	 -2.300000
-9.707729	 -2.400000
-9.682458	 -2.500000
-9.656086	 -2.600000
-9.628603	 -2.700000
-9.600000	 -2.800000
-9.570266	 -2.900000
-9.539392	 -3.000000
-9.507366	 -3.100000
-9.474175	 -3.200000
-9.439809	 -3.300000
-9.404254	 -3.400000
-9.367497	 -3.500000
-9.329523	 -3.600000
-9.290318	 -3.700000
-9.249865	 -3.800000
-9.208149	 -3.900000
-9.165151	 -4.000000
-9.120855	 -4.100000
-9.075241	 -4.200000
-9.028289	 -4.300000
-8.979978	 -4.400000
-8.930286	 -4.500000
-8.879189	 -4.600000
-8.826664	 -4.700000
-8.772685	 -4.800000
-8.717224	 -4.900000
-8.660254	 -5.000000
-8.601744	 -5.100000
-8.541663	 -5.200000
-8.479976	 -5.300000
-8.416650	 -5.400000
-8.351647	 -5.500000
-8.284926	 -5.600000
-8.216447	 -5.700000
-8.146165	 -5.800000
-8.074032	 -5.900000
-8.000000	 -6.000000
-7.924014	 -6.100000
-7.846018	 -6.200000
-7.765951	 -6.300000
-7.683749	 -6.400000
-7.599342	 -6.500000
-7.512656	 -6.600000
-7.423611	 -6.700000
-7.332121	 -6.800000
-7.238094	 -6.900000
-7.141428	 -7.000000
-7.042017	 -7.100000
-6.939741	 -7.200000
-6.834471	 -7.300000
-6.726069	 -7.400000
-6.614378	 -7.500000
-6.499231	 -7.600000
-6.380439	 -7.700000
-6.257795	 -7.800000
-6.131068	 -7.900000
-6.000000	 -8.000000
-5.864299	 -8.100000
-5.723635	 -8.200000
-5.577634	 -8.300000
-5.425864	 -8.400000
-5.267827	 -8.500000
-5.102940	 -8.600000
-4.930517	 -8.700000
-4.749737	 -8.800000
-4.559605	 -8.900000
-4.358899	 -9.000000
-4.146082	 -9.100000
-3.919184	 -9.200000
-3.675595	 -9.300000
-3.411744	 -9.400000
-3.122499	 -9.500000
-2.800000	 -9.600000
-2.431049	 -9.700000
-1.989975	 -9.800000
